"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PEZ","PowerShares DWA Consumer Cyclicals Momentum Portfolio","42.07","$29.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pez",
"PSL","PowerShares DWA Consumer Staples Momentum Portfolio","54.8","$82.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psl",
"PIZ","PowerShares DWA Developed Markets Momentum Portfolio","22.29","$148.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/piz",
"PIE","PowerShares DWA Emerging Markets Momentum Portfolio","15.53","$139.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pie",
"PXI","PowerShares DWA Energy Momentum Portfolio","43.34","$227.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pxi",
"PFI","PowerShares DWA Financial Momentum Portfolio","30.85","$100.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfi",
"PTH","PowerShares DWA Healthcare Momentum Portfolio","49.16","$58.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pth",
"PRN","PowerShares DWA Industrials Momentum Portfolio","50.39","$141.09M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prn",
"DWLV","PowerShares DWA Momentum & Low Volatility Rotation Portfolio","26.08","$7.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwlv",
"PDP","PowerShares DWA Momentum Portfolio","42.82","$1.37B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdp",
"DWAQ","PowerShares DWA NASDAQ Momentum Portfolio","81.5608","$32.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwaq",
"DWAS","PowerShares DWA SmallCap Momentum Portfolio","40.2611","$179.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwas",
"DWIN","PowerShares DWA Tactical Multi-Asset Income Portfolio","27.76","$113.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwin",
"DWTR","PowerShares DWA Tactical Sector Rotation Portfolio","24.674","$150.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwtr",
"PTF","PowerShares DWA Technology Momenum Portfolio","41.78","$139.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ptf",
"PUI","PowerShares DWA Utilities Momentum Portfolio","25.64","$53.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pui",
"IDLB","PowerShares FTSE International Low Beta Equal Weight Portfolio","25.31","$153.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idlb",
"PRFZ","PowerShares FTSE RAFI US 1500 Small-Mid Portfolio","115.58","$1.58B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prfz",
"PAGG","PowerShares Global Agriculture Portfolio","25.3349","$22.8M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pagg",
"PSAU","PowerShares Global Gold & Precious Metals Portfolio","19.66","$40.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psau",
"PIO","PowerShares Global Water Portfolio","21.34","$182.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pio",
"PGJ","PowerShares Golden Dragon China Portfolio","30.7932","$135.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pgj",
"PEY","PowerShares High Yield Equity Dividend Achievers Portfolio","16.93","$1.09B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pey",
"IPKW","PowerShares International BuyBack Achievers Portfolio","30.16","$101.04M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipkw",
"PID","PowerShares International Dividend Achievers Portfolio","14.77","$755.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pid",
"KBWB","PowerShares KBW Bank Portfolio","47.36","$743.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwb",
"KBWD","PowerShares KBW High Dividend Yield Financial Portfolio","23.5477","$254.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwd",
"KBWY","PowerShares KBW Premium Yield Equity REIT Portfolio","37.2","$234.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwy",
"KBWP","PowerShares KBW Property & Casualty Insurance Portfolio","55.39","$85.85M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwp",
"KBWR","PowerShares KBW Regional Banking Portfolio","55.19","$237.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwr",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","24.9","$26.15M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","22.7673","$6.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lalt",
"PNQI","PowerShares Nasdaq Internet Portfolio","90.08","$292.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnqi",
"PDBC","PowerShares Optimum Yield Diversified Commodity Strategy No K-","17.11","$648.54M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdbc",
"QQQ","PowerShares QQQ Trust, Series 1","124.82","$42.56B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqq",
"USLB","PowerShares Russell 1000 Low Beta Equal Weight Portfolio","27.24","$157.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uslb",
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio","50.4395","$60.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscd",
"PSCC","PowerShares S&P SmallCap Consumer Staples Portfolio","65.7","$59.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscc",
"PSCE","PowerShares S&P SmallCap Energy Portfolio","20.71","$95.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares S&P SmallCap Financials Portfolio","51.26","$240.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares S&P SmallCap Health Care Portfolio","71.76","$179.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares S&P SmallCap Industrials Portfolio","55.35","$83.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psci",
"PSCT","PowerShares S&P SmallCap Information Technology Portfolio","70.98","$560.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psct",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","47.52","$97.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","47.36","$44.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"VRIG","PowerShares Variable Rate Investment Grade Portfolio","25.07","$50.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrig",
"PHO","PowerShares Water Resources Portfolio","25.19","$763.26M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pho",
"PRAA","PRA Group, Inc.","38.9","$1.8B","2002","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","56.58","$3.47B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","2.54","$22.6M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"PFBC","Preferred Bank","55.01","$757.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","54.42","$278.65M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","18.67","$198.49M","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","31","$1.55B","2013","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","3.34","$44.83M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"PRGX","PRGX Global, Inc.","5.775","$125.92M","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","83.65","$2.54B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/psmt",
"PBMD","Prima BioMed Ltd","2.54","$52.62M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbmd",
"PNRG","PrimeEnergy Corporation","56.5","$129.6M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","13.17","$343.75M","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","25","$1.29B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/prim",
"BTEC","Principal Healthcare Innovators Index ETF","23.91","$5.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btec",
"GENY","Principal Millennials Index ETF","25.5396","$6.38M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","26.4899","$6.62M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","28.2392","$7.06M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/py",
"PSC","Principal U.S. Small Cap Index ETF","27.4199","$242.67M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psc",
"PRZM","Prism Technologies Group, Inc.","0.35","$3.53M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/przm",
"PVTB","PrivateBancorp, Inc.","55.06","$4.39B","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtb",
"PVTBP","PrivateBancorp, Inc.","26.62","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtbp",
"PDEX","Pro-Dex, Inc.","5.25","$21.34M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","9.98","$36.16M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","1.27","$67.64M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","8.32","$582.83M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","27.91","$1.36B","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","77.34","$3.29B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.97","$33.65M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","4.15","$96.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prqr",
"BIB","ProShares Ultra Nasdaq Biotechnology","41.28","$388.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","22.08","$36.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","74.05","$1.07B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","22.11","$8.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","44.54","$580.59M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","33.35","$59.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","8.58","$3.07B","2004","n/a","n/a","http://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","18.8","$314.23M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptgx",
"PRTO","Proteon Therapeutics, Inc.","1.9","$31.53M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","13.48","$336.46M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","46.37","$1.6B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PVBC","Provident Bancorp, Inc.","19.15","$181.9M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","18.89","$150.92M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","17.49","$163M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbip",
"PSDV","pSivida Corp.","1.75","$59.81M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/psdv",
"PMD","Psychemedics Corporation","25.62","$139.89M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","52.15","$6.03B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","12.2","$418.68M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","2.65","$38.96M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","6.23","$82.95M","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","30.65","$1.13B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCYO","Pure Cycle Corporation","5.25","$124.71M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"IMED","PureFunds ETFx HealthTech ETF","24.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imed",
"FINQ","Purefunds Solactive FinTech ETF","24.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finq",
"PXS","Pyxis Tankers Inc.","2.56","$46.79M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","29.25","$555.82M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","25.4","$482.66M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","41.75","$545.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","28.49","$6.19B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","13.5","$815.65M","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","64.29","$8.21B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","53.61","$79.18B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","14.46","$897.89M","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","3.41","$6.96M","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","36.4","$1.3B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","18.78","$615.63M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/qtna",
"QRHC","Quest Resource Holding Corporation.","2.43","$37.09M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.38","$93.55M","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","18.69","$610.11M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qdel",
"QPAC","Quinpario Acquisition Corp. 2","10.03","$438.81M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpac",
"QPACU","Quinpario Acquisition Corp. 2","10.4299","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacu",
"QPACW","Quinpario Acquisition Corp. 2","0.4199","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/qpacw",
"QNST","QuinStreet, Inc.","3.44","$157.4M","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","2.365","$21.83M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qumu",
"QUNR","Qunar Cayman Islands Limited","30.48","$5.05B","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/qunr",
"QTNT","Quotient Limited","6.57","$193.84M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/qtnt",
"RRD","R.R. Donnelley & Sons Company","16.87","$1.18B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RARX","Ra Pharmaceuticals, Inc.","15.76","$355.33M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rarx",
"RADA","RADA Electronic Industries Ltd.","1.2601","$24.37M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","18.4","$208.21M","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rdcm",
"ROIA","Radio One, Inc.","2.9","$140.83M","1999","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roia",
"ROIAK","Radio One, Inc.","2.95","$143.26M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/roiak",
"RSYS","RadiSys Corporation","4.3","$165.3M","1995","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","42.19","$1.82B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","5.9","$274.16M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","14.47","$647.95M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rdwr",
"RMBS","Rambus, Inc.","13.98","$1.54B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","3.2","$20.23M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rand",
"RLOG","Rand Logistics, Inc.","0.89","$16.53M","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/rlog",
"GOLD","Randgold Resources Limited","82.16","$7.7B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/gold",
"RNDB","Randolph Bancorp, Inc.","14.85","$87.15M","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","12.37","$525.67M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","2.85","$30.37M","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","24.65","$891.31M","n/a","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/ravn",
"ROLL","RBC Bearings Incorporated","92.83","$2.21B","2005","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","17.37","$169.19M","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","6","$72.51M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","15.97","$372.66M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","17.02","$382.65M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","4.58","$6022.7","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/rgse",
"RELY","Real Industry, Inc. ","5.5","$161.49M","n/a","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/rely",
"RNWK","RealNetworks, Inc.","5.31","$196.32M","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","30.25","$2.43B","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","24.99","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reta",
"DAX","Recon Capital DAX Germany ETF","25.9701","$15.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dax",
"QYLD","Recon Capital NASDAQ-100 Covered Call ETF","22.95","$18.36M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qyld",
"RCON","Recon Technology, Ltd.","1.35","$8.41M","2009","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","7.21","$136.08M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","46.95","$603.68M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","23.6","$2.74B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rrr",
"RDHL","Redhill Biopharma Ltd.","9.65","$159.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdhl",
"REGN","Regeneron Pharmaceuticals, Inc.","344.5","$36.33B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","18.15","$480.53M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","1.3","$68.8M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","19.85","$224.34M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/reis",
"RELV","Reliv&#39; International, Inc.","4.55","$8.4M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/relv",
"MARK","Remark Media, Inc.","3.14","$68.3M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","39.75","$1.75B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","8.45","$325.78M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/regi",
"RNVA","Rennova Health, Inc.","0.071","$5.96M","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnva",
"RNVAZ","Rennova Health, Inc.","0.023","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/rnvaz",
"RCII","Rent-A-Center Inc.","8.55","$454.43M","1995","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/rcii",
"RTK","Rentech, Inc.","2.55","$59.14M","1991","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rtk",
"RGEN","Repligen Corporation","28.9","$977.74M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rgen",
"RPRX","Repros Therapeutics Inc.","1.28","$32.54M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/rprx",
"RBCAA","Republic Bancorp, Inc.","34.32","$715.99M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","7.6","$430.4M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","1.9","$45.68M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/refr",
"RESN","Resonant Inc.","4.09","$50.89M","2014","Technology","Semiconductors","http://www.nasdaq.com/symbol/resn",
"RECN","Resources Connection, Inc.","16.6","$493.41M","2000","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/recn",
"ROIC","Retail Opportunity Investments Corp.","20.75","$2.27B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/roic",
"SALE","RetailMeNot, Inc.","9","$436.47M","2013","Consumer Services","Advertising","http://www.nasdaq.com/symbol/sale",
"RTRX","Retrophin, Inc.","18.59","$701.44M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","19.2","$547.49M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","5.8","$61.2M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rven",
"RVLT","Revolution Lighting Technologies, Inc.","6.57","$136.96M","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","2.15","$35.12M","2014","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/rwlk",
"REXX","Rex Energy Corporation","0.6685","$65.43M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rexx",
"RFIL","RF Industries, Ltd.","1.65","$14.58M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","26.394","$126.65M","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/rgco",
"RIBT","RiceBran Technologies","1","$10.78M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.18","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","6.07","$77.96M","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","2.08","$205.79M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rigl",
"NAME","Rightside Group, Ltd.","8.28","$160.82M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/name",
"RNET","RigNet, Inc.","19.95","$357.65M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/rnet",
"RTTR","Ritter Pharmaceuticals, Inc.","3.315","$35.57M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rttr",
"RVSB","Riverview Bancorp Inc","7.6711","$172.66M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","1.83","$9.59M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","0.6799","$30.34M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rmgn",
"ROBO","ROBO Global Robotics and Automation Index ETF","30.33","$139.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/robo",
"FUEL","Rocket Fuel Inc.","1.97","$89.8M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fuel",
"RMTI","Rockwell Medical, Inc.","5.55","$285.98M","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/rmti",
